"ID","SEX","D.O.B","MONITOR.START.YEAR","MONITOR.START.YR","MONITOR.END.YEAR","MONITOR.END.YR","AGE.START.MONTHS","AGE.CLASS.START","CATEGORY.START","AGE.DEATH.MONTHS","AGE.MONTHS","AGE.CLASS.DEATH","CATEGORY.DEATH","FATE","CENSUS.STATUS","AGE.MET","MOTHER","LITTER","MOTHER.AGE.LITTER","MOTHER.AGE.CLASS.LITTER","SURVIVED.12","SURVIVED.24"
118,NA,"01/02/2014","01/02/2014",2014,"01/07/2014",2014,0,"CUB","NA_CUB",5,5,"CUB","NA_CUB","MORTALITY",1,1,"Little_Bush",5,104,"ADULT_84",0,0
119,"MALE","01/02/2014","01/02/2014",2014,"01/01/2015",2015,0,"CUB","MALE_CUB",11,11,"CUB","MALE_CUB","CENSORED",0,1,"Little_Bush",5,104,"ADULT_84",0,0
120,NA,"01/08/2007","01/08/2007",2007,"01/09/2007",2007,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1,"Makubela",1,44,"ADULT_36_48",0,0
121,NA,"01/08/2007","01/08/2007",2007,"01/09/2007",2007,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1,"Makubela",1,44,"ADULT_36_48",0,0
122,NA,"01/05/2008","01/05/2008",2008,"01/07/2008",2008,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1,"Makubela",2,53,"ADULT_48_60",0,0
123,NA,"01/05/2008","01/05/2008",2008,"01/07/2008",2008,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1,"Makubela",2,53,"ADULT_48_60",0,0
124,NA,"01/01/2009","01/01/2009",2009,"01/04/2009",2009,0,"CUB","NA_CUB",3,3,"CUB","NA_CUB","MORTALITY",1,1,"Makubela",3,61,"ADULT_60_72",0,0
125,NA,"01/01/2009","01/01/2009",2009,"01/04/2009",2009,0,"CUB","NA_CUB",3,3,"CUB","NA_CUB","MORTALITY",1,1,"Makubela",3,61,"ADULT_60_72",0,0
126,"MALE","01/12/2009","01/12/2009",2009,"01/06/2010",2010,0,"CUB","MALE_CUB",6,6,"CUB","MALE_CUB","MORTALITY",1,1,"Makubela",4,72,"ADULT_60_72",0,0
127,"FEMALE","01/12/2009","01/12/2009",2009,"01/07/2010",2010,0,"CUB","FEMALE_CUB",7,7,"CUB","FEMALE_CUB","MORTALITY",1,1,"Makubela",4,72,"ADULT_60_72",0,0
128,NA,"01/03/1997","01/03/1997",1997,"01/04/1997",1997,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1,"Makwela",1,45,"ADULT_36_48",0,0
129,NA,"01/03/1997","01/03/1997",1997,"01/04/1997",1997,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1,"Makwela",1,45,"ADULT_36_48",0,0
130,NA,"01/01/1998","01/01/1998",1998,"01/03/1998",1998,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1,"Makwela",2,55,"ADULT_48_60",0,0
131,NA,"01/01/1998","01/01/1998",1998,"01/03/1998",1998,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1,"Makwela",2,55,"ADULT_48_60",0,0
132,NA,"01/12/1998","01/12/1998",1998,"01/03/1999",1999,0,"CUB","NA_CUB",3,3,"CUB","NA_CUB","MORTALITY",1,1,"Makwela",3,66,"ADULT_60_72",0,0
133,NA,"01/12/1998","01/12/1998",1998,"01/03/1999",1999,0,"CUB","NA_CUB",3,3,"CUB","NA_CUB","MORTALITY",1,1,"Makwela",3,66,"ADULT_60_72",0,0
134,"MALE","01/11/1999","01/11/1999",1999,"01/12/2001",2001,0,"CUB","MALE_CUB",25,12,"SUBADULT","MALE_SUBADULT","CENSORED",0,0,"Makwela",4,77,"ADULT_72_84",1,1
135,"MALE","01/11/1999","01/11/1999",1999,"01/12/2001",2001,0,"CUB","MALE_CUB",25,12,"SUBADULT","MALE_SUBADULT","CENSORED",0,0,"Makwela",4,77,"ADULT_72_84",1,1
136,"FEMALE","01/12/2001","01/12/2001",2001,"01/12/2003",2003,0,"CUB","FEMALE_CUB",24,12,"JUVENILE","FEMALE_JUVENILE","MORTALITY",1,0,"Makwela",5,102,"ADULT_84",1,1
137,"FEMALE","01/12/2001","01/12/2001",2001,"01/03/2012",2012,0,"CUB","FEMALE_CUB",123,12,"ADULT_84","FEMALE_ADULT_84","MORTALITY",1,0,"Makwela",5,102,"ADULT_84",1,1
138,"FEMALE","01/12/2001","01/12/2001",2001,"01/06/2013",2013,0,"CUB","FEMALE_CUB",138,12,"ADULT_84","FEMALE_ADULT_84","MORTALITY",1,0,"Makwela",5,102,"ADULT_84",1,1
139,"MALE","01/01/2004","01/01/2004",2004,"01/03/2006",2006,0,"CUB","MALE_CUB",26,12,"SUBADULT","MALE_SUBADULT","CENSORED",0,0,"Makwela",6,127,"ADULT_84",1,1
140,NA,"01/12/2005","01/12/2005",2005,"01/01/2006",2006,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1,"Makwela",7,150,"ADULT_84",0,0
141,NA,"01/12/2005","01/12/2005",2005,"01/01/2006",2006,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1,"Makwela",7,150,"ADULT_84",0,0
142,"FEMALE","01/05/2006","01/05/2006",2006,"01/01/2015",2015,0,"CUB","FEMALE_CUB",104,12,"ADULT_84","FEMALE_ADULT_84","CENSORED",0,0,"Makwela",8,155,"ADULT_84",1,1
143,NA,"01/04/2008","01/04/2008",2008,"01/08/2008",2008,0,"CUB","NA_CUB",4,4,"CUB","NA_CUB","MORTALITY",1,1,"Makwela",9,178,"ADULT_84",0,0
144,NA,"01/04/2008","01/04/2008",2008,"01/10/2008",2008,0,"CUB","NA_CUB",6,6,"CUB","NA_CUB","MORTALITY",1,1,"Makwela",9,178,"ADULT_84",0,0
145,NA,"01/04/2008","01/04/2008",2008,"01/10/2008",2008,0,"CUB","NA_CUB",6,6,"CUB","NA_CUB","MORTALITY",1,1,"Makwela",9,178,"ADULT_84",0,0
146,NA,"01/02/2009","01/02/2009",2009,"01/03/2009",2009,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1,"Makwela",10,188,"ADULT_84",0,0
147,NA,"01/02/2009","01/02/2009",2009,"01/03/2009",2009,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1,"Makwela",10,188,"ADULT_84",0,0
148,NA,"01/11/2006","01/11/2006",2006,"01/01/2007",2007,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1,"Mambiri",1,59,"ADULT_48_60",0,0
149,"FEMALE","01/11/2006","01/11/2006",2006,"01/04/2014",2014,0,"CUB","FEMALE_CUB",89,12,"ADULT_84","FEMALE_ADULT_84","MORTALITY",1,0,"Mambiri",1,59,"ADULT_48_60",1,1
150,"FEMALE","01/04/2009","01/04/2009",2009,"01/01/2015",2015,0,"CUB","FEMALE_CUB",69,12,"ADULT_60_72","FEMALE_ADULT_60_72","CENSORED",0,0,"Mambiri",2,88,"ADULT_84",1,1
151,NA,"01/08/2012","01/08/2012",2012,"01/09/2012",2012,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1,"Mashaba",1,47,"ADULT_36_48",0,0
152,NA,"01/08/2012","01/08/2012",2012,"01/09/2012",2012,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1,"Mashaba",1,47,"ADULT_36_48",0,0
153,"FEMALE","01/08/2012","01/08/2012",2012,"01/01/2015",2015,0,"CUB","FEMALE_CUB",29,12,"SUBADULT","FEMALE_SUBADULT","CENSORED",0,0,"Mashaba",1,47,"ADULT_36_48",1,1
154,"FEMALE","01/06/2013","01/06/2013",2013,"01/01/2015",2015,0,"CUB","FEMALE_CUB",19,12,"JUVENILE","FEMALE_JUVENILE","CENSORED",0,0,"Mashaba",1,47,"ADULT_36_48",1,0
155,NA,"01/03/2014","01/03/2014",2014,"01/05/2014",2014,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1,"Mashaba",2,66,"ADULT_60_72",0,0
156,NA,"01/03/2014","01/03/2014",2014,"01/05/2014",2014,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1,"Mashaba",2,66,"ADULT_60_72",0,0
157,NA,"01/03/2014","01/03/2014",2014,"01/05/2014",2014,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1,"Mashaba",2,66,"ADULT_60_72",0,0
158,NA,"01/12/2005","01/12/2005",2005,"01/04/2006",2006,0,"CUB","NA_CUB",4,4,"CUB","NA_CUB","MORTALITY",1,1,"Matshapiri",1,62,"ADULT_60_72",0,0
159,"FEMALE","01/12/2005","01/12/2005",2005,"01/01/2008",2008,0,"CUB","FEMALE_CUB",25,12,"SUBADULT","FEMALE_SUBADULT","CENSORED",0,0,"Matshapiri",1,62,"ADULT_60_72",1,1
160,"MALE","01/08/2008","01/08/2008",2008,"01/08/2012",2012,0,"CUB","MALE_CUB",48,12,"ADULT_36_48","MALE_ADULT_36_48","CENSORED",0,0,"Matshapiri",2,94,"ADULT_84",1,1
161,"MALE","01/11/2011","01/11/2011",2011,"01/10/2012",2012,0,"CUB","MALE_CUB",11,11,"CUB","MALE_CUB","MORTALITY",1,1,"Matshapiri",3,133,"ADULT_84",0,0
162,"FEMALE","01/11/2011","01/11/2011",2011,"01/09/2013",2013,0,"CUB","FEMALE_CUB",22,12,"JUVENILE","FEMALE_JUVENILE","CENSORED",0,0,"Matshapiri",3,133,"ADULT_84",1,0
163,"MALE","01/03/2010","01/03/2010",2010,"01/12/2011",2011,0,"CUB","MALE_CUB",21,12,"JUVENILE","MALE_JUVENILE","CENSORED",0,0,"Metsi",1,40,"ADULT_36_48",1,0
164,"MALE","01/03/2010","01/03/2010",2010,"01/12/2011",2011,0,"CUB","MALE_CUB",21,12,"JUVENILE","MALE_JUVENILE","CENSORED",0,0,"Metsi",1,40,"ADULT_36_48",1,0
165,"FEMALE","01/08/2012","01/08/2012",2012,"01/01/2015",2015,0,"CUB","FEMALE_CUB",29,12,"SUBADULT","FEMALE_SUBADULT","CENSORED",0,0,"Metsi",2,69,"ADULT_60_72",1,1
166,NA,"01/05/2010","01/05/2010",2010,"01/07/2010",2010,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1,"Mobeni",1,NA,NA,0,0
167,"MALE","01/05/2011","01/05/2011",2011,"01/10/2011",2011,0,"CUB","MALE_CUB",5,5,"CUB","MALE_CUB","MORTALITY",1,1,"Mobeni",2,NA,NA,0,0
168,NA,"01/02/2012","01/02/2012",2012,"01/09/2012",2012,0,"CUB","NA_CUB",7,7,"CUB","NA_CUB","MORTALITY",1,1,"Mobeni",3,NA,NA,0,0
169,"MALE","01/02/2012","01/02/2012",2012,"01/01/2015",2015,0,"CUB","MALE_CUB",35,12,"SUBADULT","MALE_SUBADULT","CENSORED",0,0,"Mobeni",3,NA,NA,1,1
170,"FEMALE","01/01/2014","01/01/2014",2014,"01/01/2015",2015,0,"CUB","FEMALE_CUB",12,12,"CUB","FEMALE_CUB","CENSORED",0,1,"Mobeni",4,NA,NA,1,0
171,"MALE","01/01/2014","01/01/2014",2014,"01/01/2015",2015,0,"CUB","MALE_CUB",12,12,"CUB","MALE_CUB","CENSORED",0,1,"Mobeni",4,NA,NA,1,0
172,"FEMALE","01/09/1979","01/09/1979",1979,"01/11/1982",1982,0,"CUB","FEMALE_CUB",38,12,"ADULT_36_48","FEMALE_ADULT_36_48","MORTALITY",1,0,"Mother",1,45,"ADULT_36_48",1,1
173,"FEMALE","01/09/1979","01/09/1979",1979,"01/06/1984",1984,0,"CUB","FEMALE_CUB",57,12,"ADULT_48_60","FEMALE_ADULT_48_60","CENSORED",0,0,"Mother",1,45,"ADULT_36_48",1,1
174,"MALE","01/08/1981","01/08/1981",1981,"01/03/1983",1983,0,"CUB","MALE_CUB",19,12,"JUVENILE","MALE_JUVENILE","CENSORED",0,0,"Mother",2,68,"ADULT_60_72",1,0
175,"FEMALE","01/08/1981","01/08/1981",1981,"01/06/1988",1988,0,"CUB","FEMALE_CUB",82,12,"ADULT_72_84","FEMALE_ADULT_72_84","MORTALITY",1,0,"Mother",2,68,"ADULT_60_72",1,1
176,NA,"01/01/1983","01/01/1983",1983,"01/04/1983",1983,0,"CUB","NA_CUB",3,3,"CUB","NA_CUB","MORTALITY",1,1,"Mother",3,85,"ADULT_84",0,0
177,NA,"01/01/1983","01/01/1983",1983,"01/04/1983",1983,0,"CUB","NA_CUB",3,3,"CUB","NA_CUB","MORTALITY",1,1,"Mother",3,85,"ADULT_84",0,0
178,"FEMALE","01/01/1983","01/01/1983",1983,"01/02/1984",1984,0,"CUB","FEMALE_CUB",13,12,"JUVENILE","FEMALE_JUVENILE","CENSORED",0,0,"Mother",3,85,"ADULT_84",1,0
179,"MALE","01/04/1984","01/04/1984",1984,"01/12/1985",1985,0,"CUB","MALE_CUB",20,12,"JUVENILE","MALE_JUVENILE","MORTALITY",1,0,"Mother",4,100,"ADULT_84",1,0
180,"FEMALE","01/04/1984","01/04/1984",1984,"01/11/2000",2000,0,"CUB","FEMALE_CUB",199,12,"ADULT_84","FEMALE_ADULT_84","MORTALITY",1,0,"Mother",4,100,"ADULT_84",1,1
181,"MALE","01/10/1985","01/10/1985",1985,"01/12/1986",1986,0,"CUB","MALE_CUB",14,12,"JUVENILE","MALE_JUVENILE","CENSORED",0,0,"Mother",5,118,"ADULT_84",1,0
182,"FEMALE","01/10/1985","01/10/1985",1985,"01/04/1991",1991,0,"CUB","FEMALE_CUB",66,12,"ADULT_60_72","FEMALE_ADULT_60_72","MORTALITY",1,0,"Mother",5,118,"ADULT_84",1,1
183,NA,"01/01/1987","01/01/1987",1987,"01/02/1987",1987,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1,"Mother",6,133,"ADULT_84",0,0
184,NA,"01/01/1987","01/01/1987",1987,"01/02/1987",1987,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1,"Mother",6,133,"ADULT_84",0,0
185,"MALE","01/06/1987","01/06/1987",1987,"01/06/1990",1990,0,"CUB","MALE_CUB",36,12,"SUBADULT","MALE_SUBADULT","CENSORED",0,0,"Mother",7,138,"ADULT_84",1,1
186,NA,"01/08/1988","01/08/1988",1988,"01/12/1988",1988,0,"CUB","NA_CUB",4,4,"CUB","NA_CUB","MORTALITY",1,1,"Mother",8,152,"ADULT_84",0,0
187,"FEMALE","01/08/1988","01/08/1988",1988,"01/06/1993",1993,0,"CUB","FEMALE_CUB",58,12,"ADULT_48_60","FEMALE_ADULT_48_60","MORTALITY",1,0,"Mother",8,152,"ADULT_84",1,1
188,"MALE","01/10/1989","01/10/1989",1989,"01/03/1991",1991,0,"CUB","MALE_CUB",17,12,"JUVENILE","MALE_JUVENILE","CENSORED",0,0,"Mother",9,166,"ADULT_84",1,0
189,NA,"01/11/2001","01/11/2001",2001,"01/01/2002",2002,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1,"Mxabene",1,46,"ADULT_36_48",0,0
190,NA,"01/11/2001","01/11/2001",2001,"01/01/2002",2002,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1,"Mxabene",1,46,"ADULT_36_48",0,0
191,"MALE","01/04/2002","01/04/2002",2002,"01/08/2002",2002,0,"CUB","MALE_CUB",4,4,"CUB","MALE_CUB","MORTALITY",1,1,"Mxabene",2,51,"ADULT_48_60",0,0
192,"FEMALE","01/04/2002","01/04/2002",2002,"01/12/2004",2004,0,"CUB","FEMALE_CUB",32,12,"SUBADULT","FEMALE_SUBADULT","MORTALITY",1,0,"Mxabene",2,51,"ADULT_48_60",1,1
193,NA,"01/06/2004","01/06/2004",2004,"01/10/2004",2004,0,"CUB","NA_CUB",4,4,"CUB","NA_CUB","MORTALITY",1,1,"Mxabene",3,77,"ADULT_72_84",0,0
194,NA,"01/06/2004","01/06/2004",2004,"01/10/2004",2004,0,"CUB","NA_CUB",4,4,"CUB","NA_CUB","MORTALITY",1,1,"Mxabene",3,77,"ADULT_72_84",0,0
195,NA,"01/11/2005","01/11/2005",2005,"01/12/2005",2005,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1,"Mxabene",4,94,"ADULT_84",0,0
196,NA,"01/11/2005","01/11/2005",2005,"01/02/2006",2006,0,"CUB","NA_CUB",3,3,"CUB","NA_CUB","MORTALITY",1,1,"Mxabene",4,94,"ADULT_84",0,0
197,"MALE","01/04/2006","01/04/2006",2006,"01/11/2006",2006,0,"CUB","MALE_CUB",7,7,"CUB","MALE_CUB","MORTALITY",1,1,"Mxabene",5,99,"ADULT_84",0,0
198,"MALE","01/04/2006","01/04/2006",2006,"01/02/2013",2013,0,"CUB","MALE_CUB",82,12,"ADULT_72_84","MALE_ADULT_72_84","CENSORED",0,0,"Mxabene",5,99,"ADULT_84",1,1
199,"MALE","01/09/2008","01/09/2008",2008,"01/01/2015",2015,0,"CUB","MALE_CUB",76,12,"ADULT_72_84","MALE_ADULT_72_84","CENSORED",0,0,"Mxabene",6,128,"ADULT_84",1,1
200,"MALE","01/09/2008","01/09/2008",2008,"01/01/2015",2015,0,"CUB","MALE_CUB",76,12,"ADULT_72_84","MALE_ADULT_72_84","CENSORED",0,0,"Mxabene",6,128,"ADULT_84",1,1
201,NA,"01/01/2011","01/01/2011",2011,"01/03/2011",2011,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1,"Mxabene",7,156,"ADULT_84",0,0
202,NA,"01/01/2011","01/01/2011",2011,"01/03/2011",2011,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1,"Mxabene",7,156,"ADULT_84",0,0
203,NA,"01/09/2012","01/09/2012",2012,"01/10/2012",2012,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1,"Mxabene",8,176,"ADULT_84",0,0
204,"MALE","01/06/2013","01/06/2013",2013,"01/11/2013",2013,0,"CUB","MALE_CUB",5,5,"CUB","MALE_CUB","MORTALITY",1,1,"Nanga",1,47,"ADULT_36_48",0,0
205,"MALE","01/06/2013","01/06/2013",2013,"01/01/2015",2015,0,"CUB","MALE_CUB",19,12,"JUVENILE","MALE_JUVENILE","CENSORED",0,0,"Nanga",1,47,"ADULT_36_48",1,0
206,NA,"01/05/2014","01/05/2014",2014,"01/08/2014",2014,0,"CUB","NA_CUB",3,3,"CUB","NA_CUB","MORTALITY",1,1,"Nanga",2,58,"ADULT_48_60",0,0
207,NA,"01/05/2014","01/05/2014",2014,"01/08/2014",2014,0,"CUB","NA_CUB",3,3,"CUB","NA_CUB","MORTALITY",1,1,"Nanga",2,58,"ADULT_48_60",0,0
208,NA,"01/12/1997","01/12/1997",1997,"01/02/1998",1998,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1,"Ngoboswan",1,45,"ADULT_36_48",0,0
209,"FEMALE","01/12/1997","01/12/1997",1997,"01/07/2013",2013,0,"CUB","FEMALE_CUB",187,12,"ADULT_84","FEMALE_ADULT_84","MORTALITY",1,0,"Ngoboswan",1,45,"ADULT_36_48",1,1
210,"MALE","01/10/1999","01/10/1999",1999,"01/01/2000",2000,0,"CUB","MALE_CUB",3,3,"CUB","MALE_CUB","MORTALITY",1,1,"Ngoboswan",2,67,"ADULT_60_72",0,0
211,"FEMALE","01/10/1999","01/10/1999",1999,"01/06/2002",2002,0,"CUB","FEMALE_CUB",32,12,"SUBADULT","FEMALE_SUBADULT","CENSORED",0,0,"Ngoboswan",2,67,"ADULT_60_72",1,1
212,"FEMALE","01/10/1999","01/10/1999",1999,"01/05/2013",2013,0,"CUB","FEMALE_CUB",163,12,"ADULT_84","FEMALE_ADULT_84","MORTALITY",1,0,"Ngoboswan",2,67,"ADULT_60_72",1,1
213,"MALE","01/11/2001","01/11/2001",2001,"01/08/2002",2002,0,"CUB","MALE_CUB",9,9,"CUB","MALE_CUB","MORTALITY",1,1,"Ngoboswan",3,92,"ADULT_84",0,0
214,"FEMALE","01/11/2001","01/11/2001",2001,"01/08/2003",2003,0,"CUB","FEMALE_CUB",21,12,"JUVENILE","FEMALE_JUVENILE","MORTALITY",1,0,"Ngoboswan",3,92,"ADULT_84",1,0
215,"FEMALE","01/11/2001","01/11/2001",2001,"01/01/2015",2015,0,"CUB","FEMALE_CUB",158,12,"ADULT_84","FEMALE_ADULT_84","CENSORED",0,0,"Ngoboswan",3,92,"ADULT_84",1,1
216,NA,"01/10/2004","01/10/2004",2004,"01/11/2004",2004,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1,"Ngoboswan",4,127,"ADULT_84",0,0
217,NA,"01/10/2004","01/10/2004",2004,"01/11/2004",2004,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1,"Ngoboswan",4,127,"ADULT_84",0,0
218,NA,"01/02/2005","01/02/2005",2005,"01/06/2005",2005,0,"CUB","NA_CUB",4,4,"CUB","NA_CUB","MORTALITY",1,1,"Ngoboswan",5,131,"ADULT_84",0,0
219,NA,"01/02/2005","01/02/2005",2005,"01/06/2005",2005,0,"CUB","NA_CUB",4,4,"CUB","NA_CUB","MORTALITY",1,1,"Ngoboswan",5,131,"ADULT_84",0,0
220,NA,"01/02/2005","01/02/2005",2005,"01/06/2005",2005,0,"CUB","NA_CUB",4,4,"CUB","NA_CUB","MORTALITY",1,1,"Ngoboswan",5,131,"ADULT_84",0,0
221,NA,"01/11/2005","01/11/2005",2005,"01/03/2006",2006,0,"CUB","NA_CUB",4,4,"CUB","NA_CUB","MORTALITY",1,1,"Ngoboswan",6,140,"ADULT_84",0,0
222,"MALE","01/11/2005","01/11/2005",2005,"01/11/2008",2008,0,"CUB","MALE_CUB",36,12,"SUBADULT","MALE_SUBADULT","CENSORED",0,0,"Ngoboswan",6,140,"ADULT_84",1,1
223,NA,"01/10/2007","01/10/2007",2007,"01/06/2008",2008,0,"CUB","NA_CUB",8,8,"CUB","NA_CUB","MORTALITY",1,1,"Ngoboswan",7,163,"ADULT_84",0,0
224,"FEMALE","01/10/2007","01/10/2007",2007,"01/01/2015",2015,0,"CUB","FEMALE_CUB",87,12,"ADULT_84","FEMALE_ADULT_84","CENSORED",0,0,"Ngoboswan",7,163,"ADULT_84",1,1
225,"FEMALE","01/11/1998","01/11/1998",1998,"01/03/2002",2002,0,"CUB","FEMALE_CUB",40,12,"ADULT_36_48","FEMALE_ADULT_36_48","MORTALITY",1,0,"Nottens",1,37,"ADULT_36_48",1,1
226,"FEMALE","01/11/1998","01/11/1998",1998,"01/01/2015",2015,0,"CUB","FEMALE_CUB",194,12,"ADULT_84","FEMALE_ADULT_84","CENSORED",0,0,"Nottens",1,37,"ADULT_36_48",1,1
227,NA,"01/10/2001","01/10/2001",2001,"01/12/2001",2001,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1,"Nottens",2,72,"ADULT_60_72",0,0
228,NA,"01/10/2001","01/10/2001",2001,"01/12/2001",2001,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1,"Nottens",2,72,"ADULT_60_72",0,0
229,"FEMALE","01/11/2002","01/11/2002",2002,"01/01/2003",2003,0,"CUB","FEMALE_CUB",2,2,"CUB","FEMALE_CUB","MORTALITY",1,1,"Nottens",3,85,"ADULT_84",0,0
230,NA,"01/09/2003","01/09/2003",2003,"01/02/2004",2004,0,"CUB","NA_CUB",5,5,"CUB","NA_CUB","MORTALITY",1,1,"Nottens",4,95,"ADULT_84",0,0
231,NA,"01/09/2003","01/09/2003",2003,"01/02/2004",2004,0,"CUB","NA_CUB",5,5,"CUB","NA_CUB","MORTALITY",1,1,"Nottens",4,95,"ADULT_84",0,0
232,NA,"01/03/2005","01/03/2005",2005,"01/06/2005",2005,0,"CUB","NA_CUB",3,3,"CUB","NA_CUB","MORTALITY",1,1,"Nottens",5,113,"ADULT_84",0,0
233,NA,"01/03/2005","01/03/2005",2005,"01/06/2005",2005,0,"CUB","NA_CUB",3,3,"CUB","NA_CUB","MORTALITY",1,1,"Nottens",5,113,"ADULT_84",0,0
234,NA,"01/06/2006","01/06/2006",2006,"01/09/2006",2006,0,"CUB","NA_CUB",3,3,"CUB","NA_CUB","MORTALITY",1,1,"Nottens",6,128,"ADULT_84",0,0
235,"FEMALE","01/06/2006","01/06/2006",2006,"01/01/2008",2008,0,"CUB","FEMALE_CUB",19,12,"JUVENILE","FEMALE_JUVENILE","CENSORED",0,0,"Nottens",6,128,"ADULT_84",1,0
236,NA,"01/11/2008","01/11/2008",2008,"01/12/2008",2008,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1,"Nottens",7,157,"ADULT_84",0,0
237,NA,"01/11/2008","01/11/2008",2008,"01/12/2008",2008,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1,"Nottens",7,157,"ADULT_84",0,0
238,NA,"01/01/2010","01/01/2010",2010,"01/02/2010",2010,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1,"Nottens",8,171,"ADULT_84",0,0
