"ID","SEX","D.O.B","MONITOR.START.YEAR","MONITOR.START.YR","MONITOR.END.YEAR","MONITOR.END.YR","AGE.START.MONTHS","AGE.CLASS.START","CATEGORY.START","AGE.DEATH.MONTHS","AGE.MONTHS","AGE.CLASS.DEATH","CATEGORY.DEATH","FATE","CENSUS.STATUS","AGE.MET","MOTHER","LITTER","MOTHER.AGE.LITTER","MOTHER.AGE.CLASS.LITTER","SURVIVED.12","SURVIVED.24"
239,NA,"01/01/2010","01/01/2010",2010,"01/02/2010",2010,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1,"Nottens",8,171,"ADULT_84",0,0
240,NA,"01/03/2013","01/03/2013",2013,"01/04/2013",2013,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1,"Nsele",1,53,"ADULT_48_60",0,0
241,NA,"01/03/2013","01/03/2013",2013,"01/04/2013",2013,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1,"Nsele",1,53,"ADULT_48_60",0,0
242,NA,"01/09/2013","01/09/2013",2013,"01/01/2015",2015,0,"CUB","NA_CUB",16,12,"JUVENILE","NA_JUVENILE","CENSORED",0,0,"Nsele",2,47,"ADULT_36_48",1,0
243,NA,"01/09/2013","01/09/2013",2013,"01/01/2015",2015,0,"CUB","NA_CUB",16,12,"JUVENILE","NA_JUVENILE","CENSORED",0,0,"Nsele",2,47,"ADULT_36_48",1,0
244,NA,"01/02/2007","01/02/2007",2007,"01/04/2007",2007,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1,"Nyeleti",1,49,"ADULT_48_60",0,0
245,NA,"01/02/2007","01/02/2007",2007,"01/04/2007",2007,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1,"Nyeleti",1,49,"ADULT_48_60",0,0
246,"FEMALE","01/04/2008","01/04/2008",2008,"01/11/2008",2008,0,"CUB","FEMALE_CUB",7,7,"CUB","FEMALE_CUB","MORTALITY",1,1,"Nyeleti",2,63,"ADULT_60_72",0,0
247,"FEMALE","01/04/2008","01/04/2008",2008,"01/10/2010",2010,0,"CUB","FEMALE_CUB",30,12,"SUBADULT","FEMALE_SUBADULT","MORTALITY",1,0,"Nyeleti",2,63,"ADULT_60_72",1,1
248,"MALE","01/07/2009","01/07/2009",2009,"01/02/2012",2012,0,"CUB","MALE_CUB",31,12,"SUBADULT","MALE_SUBADULT","CENSORED",0,0,"Nyeleti",3,78,"ADULT_72_84",1,1
249,"FEMALE","01/07/2009","01/07/2009",2009,"01/01/2015",2015,0,"CUB","FEMALE_CUB",66,12,"ADULT_60_72","FEMALE_ADULT_60_72","CENSORED",0,0,"Nyeleti",3,78,"ADULT_72_84",1,1
250,"MALE","01/07/2009","01/07/2009",2009,"01/01/2015",2015,0,"CUB","MALE_CUB",66,12,"ADULT_60_72","MALE_ADULT_60_72","CENSORED",0,0,"Nyeleti",3,78,"ADULT_72_84",1,1
251,"MALE","01/01/2009","01/01/2009",2009,"01/09/2009",2009,0,"CUB","MALE_CUB",8,8,"CUB","MALE_CUB","MORTALITY",1,1,"Ostrich_Koppies",1,51,"ADULT_48_60",0,0
252,"MALE","01/01/2009","01/01/2009",2009,"01/11/2009",2009,0,"CUB","MALE_CUB",10,10,"CUB","MALE_CUB","MORTALITY",1,1,"Ostrich_Koppies",1,51,"ADULT_48_60",0,0
253,NA,"01/09/2010","01/09/2010",2010,"01/12/2010",2010,0,"CUB","NA_CUB",3,3,"CUB","NA_CUB","MORTALITY",1,1,"Ostrich_Koppies",2,71,"ADULT_60_72",0,0
254,"FEMALE","01/09/2010","01/09/2010",2010,"01/02/2012",2012,0,"CUB","FEMALE_CUB",17,12,"JUVENILE","FEMALE_JUVENILE","CENSORED",0,0,"Ostrich_Koppies",2,71,"ADULT_60_72",1,0
255,NA,"01/05/2012","01/05/2012",2012,"01/06/2012",2012,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1,"Ostrich_Koppies",3,91,"ADULT_84",0,0
256,NA,"01/05/2012","01/05/2012",2012,"01/06/2012",2012,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1,"Ostrich_Koppies",3,91,"ADULT_84",0,0
257,NA,"01/01/2013","01/01/2013",2013,"01/04/2013",2013,0,"CUB","NA_CUB",3,3,"CUB","NA_CUB","MORTALITY",1,1,"Ostrich_Koppies",4,99,"ADULT_84",0,0
258,"FEMALE","01/01/2013","01/01/2013",2013,"01/07/2013",2013,0,"CUB","FEMALE_CUB",6,6,"CUB","FEMALE_CUB","MORTALITY",1,1,"Ostrich_Koppies",4,99,"ADULT_84",0,0
259,NA,"01/01/2014","01/01/2014",2014,"01/02/2014",2014,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1,"Ostrich_Koppies",5,111,"ADULT_84",0,0
260,NA,"01/01/2014","01/01/2014",2014,"02/02/2014",2014,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1,"Ostrich_Koppies",5,111,"ADULT_84",0,0
261,"FEMALE","01/06/2014","01/06/2014",2014,"01/11/2014",2014,0,"CUB","FEMALE_CUB",5,5,"CUB","FEMALE_CUB","MORTALITY",1,1,"Ostrich_Koppies",6,116,"ADULT_84",0,0
262,"MALE","01/06/2014","01/06/2014",2014,"01/01/2015",2015,0,"CUB","MALE_CUB",7,7,"CUB","MALE_CUB","CENSORED",0,1,"Ostrich_Koppies",6,116,"ADULT_84",0,0
263,NA,"01/07/2005","01/07/2005",2005,"01/08/2005",2005,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1,"Ravenscourt",1,43,"ADULT_36_48",0,0
264,NA,"01/07/2005","01/07/2005",2005,"01/08/2005",2005,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1,"Ravenscourt",1,43,"ADULT_36_48",0,0
265,"FEMALE","01/03/2006","01/03/2006",2006,"01/06/2006",2006,0,"CUB","FEMALE_CUB",3,3,"CUB","FEMALE_CUB","MORTALITY",1,1,"Ravenscourt",2,51,"ADULT_48_60",0,0
266,"MALE","01/03/2006","01/03/2006",2006,"01/11/2008",2008,0,"CUB","MALE_CUB",32,12,"SUBADULT","MALE_SUBADULT","CENSORED",0,0,"Ravenscourt",2,51,"ADULT_48_60",1,1
267,"FEMALE","01/12/2007","01/12/2007",2007,"01/04/2008",2008,0,"CUB","FEMALE_CUB",4,4,"CUB","FEMALE_CUB","MORTALITY",1,1,"Ravenscourt",3,72,"ADULT_60_72",0,0
268,"MALE","01/12/2007","01/12/2007",2007,"01/02/2012",2012,0,"CUB","MALE_CUB",50,12,"ADULT_48_60","MALE_ADULT_48_60","CENSORED",0,0,"Ravenscourt",3,72,"ADULT_60_72",1,1
269,"MALE","01/04/2009","01/04/2009",2009,"01/06/2010",2010,0,"CUB","MALE_CUB",14,12,"JUVENILE","MALE_JUVENILE","MORTALITY",1,0,"Ravenscourt",4,88,"ADULT_84",1,0
270,"MALE","01/04/2009","01/04/2009",2009,"01/02/2011",2011,0,"CUB","MALE_CUB",22,12,"JUVENILE","MALE_JUVENILE","CENSORED",0,0,"Ravenscourt",4,88,"ADULT_84",1,0
271,"MALE","01/01/2011","01/01/2011",2011,"01/02/2011",2011,0,"CUB","MALE_CUB",1,1,"CUB","MALE_CUB","MORTALITY",1,1,"Ravenscourt",5,109,"ADULT_84",0,0
272,"MALE","01/01/2011","01/01/2011",2011,"01/06/2011",2011,0,"CUB","MALE_CUB",5,5,"CUB","MALE_CUB","MORTALITY",1,1,"Ravenscourt",5,109,"ADULT_84",0,0
273,"FEMALE","01/01/2011","01/01/2011",2011,"01/10/2011",2011,0,"CUB","FEMALE_CUB",9,9,"CUB","FEMALE_CUB","MORTALITY",1,1,"Ravenscourt",5,109,"ADULT_84",0,0
274,NA,"01/02/2012","01/02/2012",2012,"01/03/2012",2012,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1,"Ravenscourt",6,122,"ADULT_84",0,0
275,"MALE","01/02/2012","01/02/2012",2012,"01/09/2012",2012,0,"CUB","MALE_CUB",7,7,"CUB","MALE_CUB","MORTALITY",1,1,"Ravenscourt",6,122,"ADULT_84",0,0
276,"MALE","01/02/2012","01/02/2012",2012,"01/01/2015",2015,0,"CUB","MALE_CUB",35,12,"SUBADULT","MALE_SUBADULT","CENSORED",0,0,"Ravenscourt",6,122,"ADULT_84",1,1
277,"FEMALE","01/05/2006","01/05/2006",2006,"01/03/2012",2012,0,"CUB","FEMALE_CUB",70,12,"ADULT_60_72","FEMALE_ADULT_60_72","MORTALITY",1,0,"Rollercoaster",1,47,"ADULT_36_48",1,1
278,NA,"01/12/2008","01/12/2008",2008,"01/03/2009",2009,0,"CUB","NA_CUB",3,3,"CUB","NA_CUB","MORTALITY",1,1,"Rollercoaster",2,78,"ADULT_72_84",0,0
279,"MALE","01/12/2008","01/12/2008",2008,"01/11/2010",2010,0,"CUB","MALE_CUB",23,12,"JUVENILE","MALE_JUVENILE","CENSORED",0,0,"Rollercoaster",2,78,"ADULT_72_84",1,0
280,"MALE","01/04/2011","01/04/2011",2011,"01/10/2013",2013,0,"CUB","MALE_CUB",30,12,"SUBADULT","MALE_SUBADULT","CENSORED",0,0,"Rollercoaster",3,106,"ADULT_84",1,1
281,"FEMALE","01/12/2012","01/12/2012",2012,"01/01/2015",2015,0,"CUB","FEMALE_CUB",25,12,"SUBADULT","FEMALE_SUBADULT","CENSORED",0,0,"Rollercoaster",4,126,"ADULT_84",1,1
282,NA,"01/07/1989","01/07/1989",1989,"01/09/1989",1989,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1,"Sand_River",1,45,"ADULT_36_48",0,0
283,NA,"01/07/1989","01/07/1989",1989,"01/09/1989",1989,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1,"Sand_River",1,45,"ADULT_36_48",0,0
284,NA,"01/04/1990","01/04/1990",1990,"01/07/1990",1990,0,"CUB","NA_CUB",3,3,"CUB","NA_CUB","MORTALITY",1,1,"Sand_River",2,54,"ADULT_48_60",0,0
285,"FEMALE","01/04/1990","01/04/1990",1990,"01/06/1991",1991,0,"CUB","FEMALE_CUB",14,12,"JUVENILE","FEMALE_JUVENILE","CENSORED",0,0,"Sand_River",2,54,"ADULT_48_60",1,0
286,"MALE","01/10/1997","01/10/1997",1997,"01/10/1999",1999,0,"CUB","MALE_CUB",24,12,"JUVENILE","MALE_JUVENILE","CENSORED",0,0,"Safari",1,55,"ADULT_48_60",1,1
287,"MALE","01/10/1997","01/10/1997",1997,"01/10/1999",1999,0,"CUB","MALE_CUB",24,12,"JUVENILE","MALE_JUVENILE","CENSORED",0,0,"Safari",1,55,"ADULT_48_60",1,1
288,NA,"01/02/2000","01/02/2000",2000,"01/04/2000",2000,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1,"Safari",2,83,"ADULT_72_84",0,0
289,NA,"01/02/2000","01/02/2000",2000,"01/04/2000",2000,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1,"Safari",2,83,"ADULT_72_84",0,0
290,"MALE","01/01/2001","01/01/2001",2001,"01/11/2003",2003,0,"CUB","MALE_CUB",34,12,"SUBADULT","MALE_SUBADULT","MORTALITY",1,0,"Safari",3,94,"ADULT_84",1,1
291,"MALE","01/01/2001","01/01/2001",2001,"01/11/2003",2003,0,"CUB","MALE_CUB",34,12,"SUBADULT","MALE_SUBADULT","MORTALITY",1,0,"Safari",3,94,"ADULT_84",1,1
292,"FEMALE","01/03/2004","01/03/2004",2004,"01/03/2006",2006,0,"CUB","FEMALE_CUB",24,12,"JUVENILE","FEMALE_JUVENILE","MORTALITY",1,0,"Safari",4,132,"ADULT_84",1,1
293,"FEMALE","01/03/2004","01/03/2004",2004,"01/01/2015",2015,0,"CUB","FEMALE_CUB",130,12,"ADULT_84","FEMALE_ADULT_84","CENSORED",0,0,"Safari",4,132,"ADULT_84",1,1
294,"FEMALE","01/12/2005","01/12/2005",2005,"01/12/2006",2006,0,"CUB","FEMALE_CUB",12,12,"CUB","FEMALE_CUB","MORTALITY",1,1,"Safari",5,153,"ADULT_84",1,0
295,"MALE","01/12/2005","01/12/2005",2005,"01/01/2010",2010,0,"CUB","MALE_CUB",49,12,"ADULT_48_60","MALE_ADULT_48_60","CENSORED",0,0,"Safari",5,153,"ADULT_84",1,1
296,NA,"01/12/2008","01/12/2008",2008,"01/02/2009",2009,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1,"Safari",6,189,"ADULT_84",0,0
297,NA,"01/12/2008","01/12/2008",2008,"01/02/2009",2009,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1,"Safari",6,189,"ADULT_84",0,0
298,NA,"01/10/2008","01/10/2008",2008,"01/11/2008",2008,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1,"Salayexe",1,42,"ADULT_36_48",0,0
299,NA,"01/10/2008","01/10/2008",2008,"01/11/2008",2008,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1,"Salayexe",1,42,"ADULT_36_48",0,0
300,"MALE","01/04/2009","01/04/2009",2009,"01/02/2011",2011,0,"CUB","MALE_CUB",22,12,"JUVENILE","MALE_JUVENILE","CENSORED",0,0,"Salayexe",2,48,"ADULT_36_48",1,0
301,"FEMALE","01/04/2009","01/04/2009",2009,"01/01/2015",2015,0,"CUB","FEMALE_CUB",69,12,"ADULT_60_72","FEMALE_ADULT_60_72","CENSORED",0,0,"Salayexe",2,48,"ADULT_36_48",1,1
302,NA,"01/02/2011","01/02/2011",2011,"01/06/2011",2011,0,"CUB","NA_CUB",4,4,"CUB","NA_CUB","MORTALITY",1,1,"Salayexe",3,70,"ADULT_60_72",0,0
303,NA,"01/02/2011","01/02/2011",2011,"01/06/2011",2011,0,"CUB","NA_CUB",4,4,"CUB","NA_CUB","MORTALITY",1,1,"Salayexe",3,70,"ADULT_60_72",0,0
304,NA,"01/11/2011","01/11/2011",2011,"01/12/2011",2011,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1,"Salayexe",4,79,"ADULT_72_84",0,0
305,NA,"01/11/2011","01/11/2011",2011,"01/12/2011",2011,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1,"Salayexe",4,79,"ADULT_72_84",0,0
306,NA,"01/06/2012","01/06/2012",2012,"01/08/2012",2012,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1,"Salayexe",5,86,"ADULT_84",0,0
307,"FEMALE","01/06/2012","01/06/2012",2012,"01/06/2013",2013,0,"CUB","FEMALE_CUB",12,12,"CUB","FEMALE_CUB","MORTALITY",1,1,"Salayexe",5,86,"ADULT_84",1,0
308,NA,"01/03/2014","01/03/2014",2014,"01/06/2014",2014,0,"CUB","NA_CUB",3,3,"CUB","NA_CUB","MORTALITY",1,1,"Salayexe",6,107,"ADULT_84",0,0
309,NA,"01/03/2014","01/03/2014",2014,"01/06/2014",2014,0,"CUB","NA_CUB",3,3,"CUB","NA_CUB","MORTALITY",1,1,"Salayexe",6,107,"ADULT_84",0,0
310,NA,"01/11/2014","01/11/2014",2014,"01/01/2015",2015,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1,"Salayexe",7,115,"ADULT_84",0,0
311,"MALE","01/06/2000","01/06/2000",2000,"01/12/2001",2001,0,"CUB","MALE_CUB",18,12,"JUVENILE","MALE_JUVENILE","CENSORED",0,0,"Saseka",1,36,"SUBADULT",1,0
312,"MALE","01/06/2000","01/06/2000",2000,"01/12/2001",2001,0,"CUB","MALE_CUB",18,12,"JUVENILE","MALE_JUVENILE","CENSORED",0,0,"Saseka",1,36,"SUBADULT",1,0
313,"FEMALE","01/01/2003","01/01/2003",2003,"01/06/2011",2011,0,"CUB","FEMALE_CUB",101,12,"ADULT_84","FEMALE_ADULT_84","MORTALITY",1,0,"Saseka",2,67,"ADULT_60_72",1,1
314,NA,"01/12/2004","01/12/2004",2004,"01/01/2005",2005,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1,"Saseka",3,90,"ADULT_84",0,0
315,NA,"01/12/2004","01/12/2004",2004,"01/01/2005",2005,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1,"Saseka",3,90,"ADULT_84",0,0
316,NA,"01/04/2005","01/04/2005",2005,"01/07/2005",2005,0,"CUB","NA_CUB",3,3,"CUB","NA_CUB","MORTALITY",1,1,"Saseka",4,94,"ADULT_84",0,0
317,"FEMALE","01/04/2005","01/04/2005",2005,"01/01/2015",2015,0,"CUB","FEMALE_CUB",117,12,"ADULT_84","FEMALE_ADULT_84","CENSORED",0,0,"Saseka",4,94,"ADULT_84",1,1
318,NA,"01/12/2006","01/12/2006",2006,"01/02/2007",2007,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1,"Saseka",5,114,"ADULT_84",0,0
319,NA,"01/12/2006","01/12/2006",2006,"01/07/2007",2007,0,"CUB","NA_CUB",7,7,"CUB","NA_CUB","MORTALITY",1,1,"Saseka",5,114,"ADULT_84",0,0
320,"FEMALE","01/12/2012","01/12/2012",2012,"01/01/2015",2015,0,"CUB","FEMALE_CUB",25,12,"SUBADULT","FEMALE_SUBADULT","CENSORED",0,0,"Scotia",1,42,"ADULT_36_48",1,1
321,"FEMALE","01/08/2014","01/08/2014",2014,"01/01/2015",2015,0,"CUB","FEMALE_CUB",5,5,"CUB","FEMALE_CUB","CENSORED",0,1,"Scotia",2,62,"ADULT_60_72",0,0
322,"MALE","01/08/2014","01/08/2014",2014,"01/01/2015",2015,0,"CUB","MALE_CUB",5,5,"CUB","MALE_CUB","CENSORED",0,1,"Scotia",2,62,"ADULT_60_72",0,0
323,NA,"01/10/2010","01/10/2010",2010,"01/12/2010",2010,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1,"Shadow",1,44,"ADULT_36_48",0,0
324,NA,"01/10/2010","01/10/2010",2010,"01/04/2011",2011,0,"CUB","NA_CUB",6,6,"CUB","NA_CUB","MORTALITY",1,1,"Shadow",1,44,"ADULT_36_48",0,0
325,NA,"01/01/2012","01/01/2012",2012,"01/02/2012",2012,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1,"Shadow",2,59,"ADULT_48_60",0,0
326,NA,"01/01/2012","01/01/2012",2012,"01/02/2012",2012,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1,"Shadow",2,59,"ADULT_48_60",0,0
327,"FEMALE","01/10/2012","01/10/2012",2012,"01/06/2013",2013,0,"CUB","FEMALE_CUB",8,8,"CUB","FEMALE_CUB","MORTALITY",1,1,"Shadow",3,68,"ADULT_60_72",0,0
328,"FEMALE","01/10/2012","01/10/2012",2012,"01/06/2013",2013,0,"CUB","FEMALE_CUB",8,8,"CUB","FEMALE_CUB","MORTALITY",1,1,"Shadow",3,68,"ADULT_60_72",0,0
329,NA,"01/11/2013","01/11/2013",2013,"01/04/2014",2014,0,"CUB","NA_CUB",5,5,"CUB","NA_CUB","MORTALITY",1,1,"Shadow",4,81,"ADULT_72_84",0,0
330,NA,"01/11/2013","01/11/2013",2013,"01/05/2014",2014,0,"CUB","NA_CUB",6,6,"CUB","NA_CUB","MORTALITY",1,1,"Shadow",4,81,"ADULT_72_84",0,0
331,NA,"01/09/2014","01/09/2014",2014,"01/11/2014",2014,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1,"Shadow",5,91,"ADULT_84",0,0
332,"MALE","01/09/2014","01/09/2014",2014,"01/01/2015",2015,0,"CUB","MALE_CUB",4,4,"CUB","MALE_CUB","CENSORED",0,1,"Shadow",5,91,"ADULT_84",0,0
333,NA,"01/08/2002","01/08/2002",2002,"01/10/2002",2002,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1,"Shangwa",1,45,"ADULT_36_48",0,0
334,NA,"01/08/2002","01/08/2002",2002,"01/10/2002",2002,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1,"Shangwa",1,45,"ADULT_36_48",0,0
335,NA,"01/04/2003","01/04/2003",2003,"01/05/2003",2003,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1,"Shangwa",2,53,"ADULT_48_60",0,0
336,NA,"01/04/2003","01/04/2003",2003,"01/05/2003",2003,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1,"Shangwa",2,53,"ADULT_48_60",0,0
337,"MALE","01/12/2003","01/12/2003",2003,"01/02/2004",2004,0,"CUB","MALE_CUB",2,2,"CUB","MALE_CUB","MORTALITY",1,1,"Shangwa",3,61,"ADULT_60_72",0,0
338,"FEMALE","01/12/2003","01/12/2003",2003,"01/07/2010",2010,0,"CUB","FEMALE_CUB",79,12,"ADULT_72_84","FEMALE_ADULT_72_84","MORTALITY",1,0,"Shangwa",3,61,"ADULT_60_72",1,1
339,"MALE","01/12/2003","01/12/2003",2003,"01/12/2010",2010,0,"CUB","MALE_CUB",84,12,"ADULT_72_84","MALE_ADULT_72_84","MORTALITY",1,0,"Shangwa",3,61,"ADULT_60_72",1,1
340,NA,"01/09/2005","01/09/2005",2005,"01/12/2005",2005,0,"CUB","NA_CUB",3,3,"CUB","NA_CUB","MORTALITY",1,1,"Shangwa",4,82,"ADULT_72_84",0,0
341,"FEMALE","01/09/2005","01/09/2005",2005,"01/11/2007",2007,0,"CUB","FEMALE_CUB",26,12,"SUBADULT","FEMALE_SUBADULT","CENSORED",0,0,"Shangwa",4,82,"ADULT_72_84",1,1
342,"FEMALE","01/09/2005","01/09/2005",2005,"01/01/2015",2015,0,"CUB","FEMALE_CUB",112,12,"ADULT_84","FEMALE_ADULT_84","CENSORED",0,0,"Shangwa",4,82,"ADULT_72_84",1,1
343,"FEMALE","01/02/2008","01/02/2008",2008,"01/03/2008",2008,0,"CUB","FEMALE_CUB",1,1,"CUB","FEMALE_CUB","MORTALITY",1,1,"Shangwa",5,111,"ADULT_84",0,0
344,"FEMALE","01/02/2008","01/02/2008",2008,"01/03/2008",2008,0,"CUB","FEMALE_CUB",1,1,"CUB","FEMALE_CUB","MORTALITY",1,1,"Shangwa",5,111,"ADULT_84",0,0
345,"MALE","01/02/2008","01/02/2008",2008,"01/07/2008",2008,0,"CUB","MALE_CUB",5,5,"CUB","MALE_CUB","MORTALITY",1,1,"Shangwa",5,111,"ADULT_84",0,0
346,"FEMALE","01/12/2008","01/12/2008",2008,"01/08/2011",2011,0,"CUB","FEMALE_CUB",32,12,"SUBADULT","FEMALE_SUBADULT","CENSORED",0,0,"Shangwa",6,121,"ADULT_84",1,1
347,"MALE","01/01/2011","01/01/2011",2011,"01/01/2014",2014,0,"CUB","MALE_CUB",36,12,"SUBADULT","MALE_SUBADULT","MORTALITY",1,0,"Shangwa",7,146,"ADULT_84",1,1
348,"MALE","01/03/2013","01/03/2013",2013,"01/08/2013",2013,0,"CUB","MALE_CUB",5,5,"CUB","MALE_CUB","MORTALITY",1,1,"Tamboti",1,65,"ADULT_60_72",0,0
349,"FEMALE","01/03/2013","01/03/2013",2013,"01/01/2015",2015,0,"CUB","FEMALE_CUB",22,12,"JUVENILE","FEMALE_JUVENILE","CENSORED",0,0,"Tamboti",1,65,"ADULT_60_72",1,0
350,NA,"01/02/2014","01/02/2014",2014,"01/06/2014",2014,0,"CUB","NA_CUB",4,4,"CUB","NA_CUB","MORTALITY",1,1,"Tasselberry",NA,NA,NA,0,0
351,NA,"01/11/2014","01/11/2014",2014,"01/01/2015",2015,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","CENSORED",0,1,"Tasselberry",NA,NA,NA,0,0
352,NA,"01/11/1998","01/11/1998",1998,"01/01/1999",1999,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1,"Tavangumi",1,46,"ADULT_36_48",0,0
353,"FEMALE","01/11/1998","01/11/1998",1998,"01/10/2012",2012,0,"CUB","FEMALE_CUB",167,12,"ADULT_84","FEMALE_ADULT_84","MORTALITY",1,0,"Tavangumi",1,46,"ADULT_36_48",1,1
354,"MALE","01/12/2000","01/12/2000",2000,"01/01/2015",2015,0,"CUB","MALE_CUB",169,12,"ADULT_84","MALE_ADULT_84","CENSORED",0,0,"Tavangumi",2,71,"ADULT_60_72",1,1
355,NA,"01/01/2003","01/01/2003",2003,"01/03/2003",2003,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1,"Tavangumi",3,96,"ADULT_84",0,0
356,"FEMALE","01/01/2003","01/01/2003",2003,"01/07/2004",2004,0,"CUB","FEMALE_CUB",18,12,"JUVENILE","FEMALE_JUVENILE","CENSORED",0,0,"Tavangumi",3,96,"ADULT_84",1,0
357,NA,"01/02/2005","01/02/2005",2005,"01/04/2005",2005,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1,"Tavangumi",4,121,"ADULT_84",0,0
