"ID","SEX","D.O.B","MONITOR.START.YEAR","MONITOR.START.YR","MONITOR.END.YEAR","MONITOR.END.YR","AGE.START.MONTHS","AGE.CLASS.START","CATEGORY.START","AGE.DEATH.MONTHS","AGE.MONTHS","AGE.CLASS.DEATH","CATEGORY.DEATH","FATE","CENSUS.STATUS","AGE.MET","MOTHER","LITTER","MOTHER.AGE.LITTER","MOTHER.AGE.CLASS.LITTER","SURVIVED.12","SURVIVED.24"
358,"MALE","01/02/2005","01/02/2005",2005,"01/08/2006",2006,0,"CUB","MALE_CUB",18,12,"JUVENILE","MALE_JUVENILE","CENSORED",0,0,"Tavangumi",4,121,"ADULT_84",1,0
359,NA,"01/03/2007","01/03/2007",2007,"01/05/2007",2007,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1,"Tavangumi",5,146,"ADULT_84",0,0
360,NA,"01/03/2007","01/03/2007",2007,"01/05/2007",2007,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1,"Tavangumi",5,146,"ADULT_84",0,0
361,NA,"01/01/2008","01/01/2008",2008,"01/03/2008",2008,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1,"Tavangumi",6,156,"ADULT_84",0,0
362,NA,"01/01/2008","01/01/2008",2008,"01/03/2008",2008,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1,"Tavangumi",6,156,"ADULT_84",0,0
363,"MALE","01/10/2008","01/10/2008",2008,"01/11/2010",2010,0,"CUB","MALE_CUB",25,12,"SUBADULT","MALE_SUBADULT","CENSORED",0,0,"Tavangumi",7,165,"ADULT_84",1,1
364,NA,"01/12/2010","01/12/2010",2010,"01/01/2011",2011,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1,"Thandi",1,46,"ADULT_36_48",0,0
365,"MALE","01/12/2010","01/12/2010",2010,"01/04/2014",2014,0,"CUB","MALE_CUB",40,12,"ADULT_36_48","MALE_ADULT_36_48","MORTALITY",1,0,"Thandi",1,46,"ADULT_36_48",1,1
366,"FEMALE","01/09/2012","01/09/2012",2012,"01/07/2013",2013,0,"CUB","FEMALE_CUB",10,10,"CUB","FEMALE_CUB","MORTALITY",1,1,"Thandi",2,67,"ADULT_60_72",0,0
367,"MALE","01/09/2012","01/09/2012",2012,"01/01/2015",2015,0,"CUB","MALE_CUB",28,12,"SUBADULT","MALE_SUBADULT","CENSORED",0,0,"Thandi",2,67,"ADULT_60_72",1,1
368,NA,"01/08/2014","01/08/2014",2014,"01/01/2015",2015,0,"CUB","NA_CUB",5,5,"CUB","NA_CUB","CENSORED",0,1,"Thandi",3,90,"ADULT_84",0,0
369,NA,"01/08/2014","01/08/2014",2014,"01/01/2015",2015,0,"CUB","NA_CUB",5,5,"CUB","NA_CUB","CENSORED",0,1,"Thandi",3,90,"ADULT_84",0,0
370,NA,"01/09/2013","01/09/2013",2013,"01/10/2013",2013,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1,"Thlangisa",1,53,"ADULT_48_60",0,0
371,NA,"01/09/2013","01/09/2013",2013,"01/10/2013",2013,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1,"Thlangisa",1,53,"ADULT_48_60",0,0
372,"FEMALE","01/04/2014","01/04/2014",2014,"01/01/2015",2015,0,"CUB","FEMALE_CUB",9,9,"CUB","FEMALE_CUB","CENSORED",0,1,"Thlangisa",2,60,"ADULT_48_60",0,0
373,"FEMALE","01/04/2014","01/04/2014",2014,"01/01/2015",2015,0,"CUB","FEMALE_CUB",9,9,"CUB","FEMALE_CUB","CENSORED",0,1,"Thlangisa",2,60,"ADULT_48_60",0,0
374,NA,"01/10/1995","01/10/1995",1995,"01/12/1995",1995,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1,"Toulon",1,55,"ADULT_48_60",0,0
375,NA,"01/10/1995","01/10/1995",1995,"01/12/1995",1995,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1,"Toulon",1,55,"ADULT_48_60",0,0
376,"MALE","01/09/1996","01/09/1996",1996,"01/05/1997",1997,0,"CUB","MALE_CUB",8,8,"CUB","MALE_CUB","MORTALITY",1,1,"Toulon",2,66,"ADULT_60_72",0,0
377,NA,"01/12/1997","01/12/1997",1997,"01/02/1998",1998,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1,"Toulon",3,81,"ADULT_72_84",0,0
378,NA,"01/12/1997","01/12/1997",1997,"01/02/1998",1998,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1,"Toulon",3,81,"ADULT_72_84",0,0
379,"MALE","01/01/1999","01/01/1999",1999,"01/05/2000",2000,0,"CUB","MALE_CUB",16,12,"JUVENILE","MALE_JUVENILE","CENSORED",0,0,"Toulon",4,94,"ADULT_84",1,0
380,NA,"01/01/2001","01/01/2001",2001,"01/03/2001",2001,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1,"Toulon",5,118,"ADULT_84",0,0
381,NA,"01/01/2001","01/01/2001",2001,"01/03/2001",2001,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1,"Toulon",5,118,"ADULT_84",0,0
382,NA,"01/06/2001","01/06/2001",2001,"01/09/2001",2001,0,"CUB","NA_CUB",3,3,"CUB","NA_CUB","MORTALITY",1,1,"Toulon",6,123,"ADULT_84",0,0
383,NA,"01/06/2001","01/06/2001",2001,"01/09/2001",2001,0,"CUB","NA_CUB",3,3,"CUB","NA_CUB","MORTALITY",1,1,"Toulon",6,123,"ADULT_84",0,0
384,NA,"01/02/2002","01/02/2002",2002,"01/04/2002",2002,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1,"Toulon",7,131,"ADULT_84",0,0
385,NA,"01/02/2002","01/02/2002",2002,"01/04/2002",2002,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1,"Toulon",7,131,"ADULT_84",0,0
386,NA,"01/11/2002","01/11/2002",2002,"01/04/2003",2003,0,"CUB","NA_CUB",5,5,"CUB","NA_CUB","MORTALITY",1,1,"Toulon",8,140,"ADULT_84",0,0
387,"MALE","01/11/2002","01/11/2002",2002,"01/02/2005",2005,0,"CUB","MALE_CUB",27,12,"SUBADULT","MALE_SUBADULT","CENSORED",0,0,"Toulon",8,140,"ADULT_84",1,1
388,NA,"01/02/2005","01/02/2005",2005,"01/03/2005",2005,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1,"Toulon",9,167,"ADULT_84",0,0
389,NA,"01/02/2005","01/02/2005",2005,"01/03/2005",2005,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1,"Toulon",9,167,"ADULT_84",0,0
390,NA,"01/06/2005","01/06/2005",2005,"01/12/2005",2005,0,"CUB","NA_CUB",6,6,"CUB","NA_CUB","MORTALITY",1,1,"Toulon",10,171,"ADULT_84",0,0
391,"MALE","01/06/2005","01/06/2005",2005,"01/09/2006",2006,0,"CUB","MALE_CUB",15,12,"JUVENILE","MALE_JUVENILE","CENSORED",0,0,"Toulon",10,171,"ADULT_84",1,0
392,NA,"01/02/2001","01/02/2001",2001,"01/07/2001",2001,0,"CUB","NA_CUB",5,5,"CUB","NA_CUB","MORTALITY",1,1,"Tugwaan_Y._Female",1,59,"ADULT_48_60",0,0
393,NA,"01/02/2001","01/02/2001",2001,"01/07/2001",2001,0,"CUB","NA_CUB",5,5,"CUB","NA_CUB","MORTALITY",1,1,"Tugwaan_Y._Female",1,59,"ADULT_48_60",0,0
394,NA,"01/08/2010","01/08/2010",2010,"01/12/2010",2010,0,"CUB","NA_CUB",4,4,"CUB","NA_CUB","MORTALITY",1,1,"Tutlwa",1,53,"ADULT_48_60",0,0
395,"FEMALE","01/06/2011","01/06/2011",2011,"01/01/2015",2015,0,"CUB","FEMALE_CUB",43,12,"ADULT_36_48","FEMALE_ADULT_36_48","CENSORED",0,0,"Tutlwa",2,63,"ADULT_60_72",1,1
396,"MALE","01/06/2011","01/06/2011",2011,"01/01/2015",2015,0,"CUB","MALE_CUB",43,12,"ADULT_36_48","MALE_ADULT_36_48","CENSORED",0,0,"Tutlwa",2,63,"ADULT_60_72",1,1
397,NA,"01/01/2013","01/01/2013",2013,"01/02/2013",2013,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1,"Tutlwa",3,82,"ADULT_72_84",0,0
398,NA,"01/01/2013","01/01/2013",2013,"01/02/2013",2013,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1,"Tutlwa",3,82,"ADULT_72_84",0,0
399,NA,"01/01/2013","01/01/2013",2013,"01/02/2013",2013,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1,"Tutlwa",3,82,"ADULT_72_84",0,0
400,"FEMALE","01/07/2013","01/07/2013",2013,"01/07/2014",2014,0,"CUB","FEMALE_CUB",12,12,"CUB","FEMALE_CUB","MORTALITY",1,1,"Tutlwa",4,88,"ADULT_84",1,0
401,"MALE","01/07/2013","01/07/2013",2013,"01/01/2015",2015,0,"CUB","MALE_CUB",18,12,"JUVENILE","MALE_JUVENILE","CENSORED",0,0,"Tutlwa",4,88,"ADULT_84",1,0
402,NA,"01/09/2001","01/09/2001",2001,"01/10/2001",2001,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1,"Vomba",1,45,"ADULT_36_48",0,0
403,NA,"01/09/2001","01/09/2001",2001,"01/10/2001",2001,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1,"Vomba",1,45,"ADULT_36_48",0,0
404,NA,"01/10/2002","01/10/2002",2002,"01/11/2002",2002,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1,"Vomba",2,58,"ADULT_48_60",0,0
405,NA,"01/10/2002","01/10/2002",2002,"01/11/2002",2002,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1,"Vomba",2,58,"ADULT_48_60",0,0
406,NA,"01/06/2003","01/06/2003",2003,"01/09/2003",2003,0,"CUB","NA_CUB",3,3,"CUB","NA_CUB","MORTALITY",1,1,"Vomba",3,66,"ADULT_60_72",0,0
407,"FEMALE","01/06/2003","01/06/2003",2003,"01/06/2007",2007,0,"CUB","FEMALE_CUB",48,12,"ADULT_36_48","FEMALE_ADULT_36_48","MORTALITY",1,0,"Vomba",3,66,"ADULT_60_72",1,1
408,NA,"01/11/2004","01/11/2004",2004,"01/02/2005",2005,0,"CUB","NA_CUB",3,3,"CUB","NA_CUB","MORTALITY",1,1,"Vomba",4,83,"ADULT_72_84",0,0
409,NA,"01/11/2004","01/11/2004",2004,"01/02/2005",2005,0,"CUB","NA_CUB",3,3,"CUB","NA_CUB","MORTALITY",1,1,"Vomba",4,83,"ADULT_72_84",0,0
410,NA,"01/11/2005","01/11/2005",2005,"01/12/2005",2005,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1,"Vomba",5,95,"ADULT_84",0,0
411,NA,"01/11/2005","01/11/2005",2005,"01/12/2005",2005,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1,"Vomba",5,95,"ADULT_84",0,0
412,"MALE","01/03/2006","01/03/2006",2006,"01/07/2009",2009,0,"CUB","MALE_CUB",40,12,"ADULT_36_48","MALE_ADULT_36_48","CENSORED",0,0,"Vomba",6,99,"ADULT_84",1,1
413,"FEMALE","01/03/2006","01/03/2006",2006,"01/01/2015",2015,0,"CUB","FEMALE_CUB",106,12,"ADULT_84","FEMALE_ADULT_84","CENSORED",0,0,"Vomba",6,99,"ADULT_84",1,1
414,"FEMALE","01/09/2008","01/09/2008",2008,"01/01/2015",2015,0,"CUB","FEMALE_CUB",76,12,"ADULT_72_84","FEMALE_ADULT_72_84","CENSORED",0,0,"Vomba",7,129,"ADULT_84",1,1
415,NA,"01/12/2009","01/12/2009",2009,"01/01/2010",2010,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1,"Vomba",8,144,"ADULT_84",0,0
416,NA,"01/12/2009","01/12/2009",2009,"01/01/2010",2010,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1,"Vomba",8,144,"ADULT_84",0,0
417,NA,"01/01/2011","01/01/2011",2011,"01/03/2011",2011,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1,"Vomba",9,157,"ADULT_84",0,0
418,NA,"01/01/2011","01/01/2011",2011,"01/03/2011",2011,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1,"Vomba",9,157,"ADULT_84",0,0
419,"MALE","01/06/2012","01/06/2012",2012,"01/09/2014",2014,0,"CUB","MALE_CUB",27,12,"SUBADULT","MALE_SUBADULT","CENSORED",0,0,"Vomba",10,174,"ADULT_84",1,1
420,"MALE","01/07/1997","01/07/1997",1997,"01/01/2000",2000,0,"CUB","MALE_CUB",30,12,"SUBADULT","MALE_SUBADULT","CENSORED",0,0,"White_Cloth",1,46,"ADULT_36_48",1,1
421,"MALE","01/10/2000","01/10/2000",2000,"01/12/2002",2002,0,"CUB","MALE_CUB",26,12,"SUBADULT","MALE_SUBADULT","CENSORED",0,0,"White_Cloth",2,85,"ADULT_84",1,1
422,"FEMALE","01/10/2000","01/10/2000",2000,"01/01/2015",2015,0,"CUB","FEMALE_CUB",171,12,"ADULT_84","FEMALE_ADULT_84","CENSORED",0,0,"White_Cloth",2,85,"ADULT_84",1,1
423,"FEMALE","01/04/2003","01/04/2003",2003,"01/10/2003",2003,0,"CUB","FEMALE_CUB",6,6,"CUB","FEMALE_CUB","MORTALITY",1,1,"White_Cloth",3,115,"ADULT_84",0,0
424,"MALE","01/04/2003","01/04/2003",2003,"01/12/2011",2011,0,"CUB","MALE_CUB",104,12,"ADULT_84","MALE_ADULT_84","CENSORED",0,0,"White_Cloth",3,115,"ADULT_84",1,1
425,"FEMALE","01/12/2005","01/12/2005",2005,"01/05/2006",2006,0,"CUB","FEMALE_CUB",5,5,"CUB","FEMALE_CUB","MORTALITY",1,1,"White_Cloth",4,147,"ADULT_84",0,0
426,"MALE","01/12/2005","01/12/2005",2005,"01/06/2007",2007,0,"CUB","MALE_CUB",18,12,"JUVENILE","MALE_JUVENILE","MORTALITY",1,0,"White_Cloth",4,147,"ADULT_84",1,0
427,"MALE","01/12/2008","01/12/2008",2008,"01/05/2011",2011,0,"CUB","MALE_CUB",29,12,"SUBADULT","MALE_SUBADULT","CENSORED",0,0,"White_Cloth",5,183,"ADULT_84",1,1
428,NA,"01/05/2012","01/05/2012",2012,"01/08/2012",2012,0,"CUB","NA_CUB",3,3,"CUB","NA_CUB","MORTALITY",1,1,"White_Dam",1,71,"ADULT_60_72",0,0
429,NA,"01/05/2012","01/05/2012",2012,"01/10/2012",2012,0,"CUB","NA_CUB",5,5,"CUB","NA_CUB","MORTALITY",1,1,"White_Dam",1,71,"ADULT_60_72",0,0
430,NA,"01/02/2013","01/02/2013",2013,"01/04/2013",2013,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1,"White_Dam",2,80,"ADULT_72_84",0,0
431,NA,"01/01/2014","01/01/2014",2014,"01/04/2014",2014,0,"CUB","NA_CUB",3,3,"CUB","NA_CUB","MORTALITY",1,1,"White_Dam",3,91,"ADULT_84",0,0
432,NA,"01/01/2014","01/01/2014",2014,"01/04/2014",2014,0,"CUB","NA_CUB",3,3,"CUB","NA_CUB","MORTALITY",1,1,"White_Dam",3,91,"ADULT_84",0,0
433,NA,"01/12/2014","01/12/2014",2014,"01/01/2015",2015,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","CENSORED",0,1,"White_Dam",4,102,"ADULT_84",0,0
434,NA,"01/12/2014","01/12/2014",2014,"01/01/2015",2015,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","CENSORED",0,1,"White_Dam",4,102,"ADULT_84",0,0
435,"FEMALE","01/06/2006","01/06/2006",2006,"01/06/2007",2007,0,"CUB","FEMALE_CUB",12,12,"CUB","FEMALE_CUB","CENSORED",0,1,"Wilson's_Pan",1,48,"ADULT_36_48",1,0
436,NA,"01/06/2008","01/06/2008",2008,"02/08/2008",2008,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1,"Wilson's_Pan",2,72,"ADULT_60_72",0,0
437,NA,"01/06/2008","01/06/2008",2008,"02/08/2008",2008,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1,"Wilson's_Pan",2,72,"ADULT_60_72",0,0
438,"FEMALE","01/01/2009","01/01/2009",2009,"01/12/2013",2013,0,"CUB","FEMALE_CUB",59,12,"ADULT_48_60","FEMALE_ADULT_48_60","CENSORED",0,0,"Wilson's_Pan",3,79,"ADULT_72_84",1,1
439,"FEMALE","01/01/2009","01/01/2009",2009,"01/01/2015",2015,0,"CUB","FEMALE_CUB",72,12,"ADULT_60_72","FEMALE_ADULT_60_72","CENSORED",0,0,"Wilson's_Pan",3,79,"ADULT_72_84",1,1
440,"MALE","01/06/2010","01/06/2010",2010,"01/01/2015",2015,0,"CUB","MALE_CUB",55,12,"ADULT_48_60","MALE_ADULT_48_60","CENSORED",0,0,"Wilson's_Pan",4,96,"ADULT_84",1,1
441,"FEMALE","01/02/2012","01/02/2012",2012,"01/04/2014",2014,0,"CUB","FEMALE_CUB",26,12,"SUBADULT","FEMALE_SUBADULT","CENSORED",0,0,"Wilson's_Pan",5,116,"ADULT_84",1,1
442,"MALE","01/02/2012","01/02/2012",2012,"01/07/2014",2014,0,"CUB","MALE_CUB",29,12,"SUBADULT","MALE_SUBADULT","CENSORED",0,0,"Wilson's_Pan",5,116,"ADULT_84",1,1
443,NA,"01/12/2013","01/12/2013",2013,"01/02/2014",2014,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1,"Wilson's_Pan",6,138,"ADULT_84",0,0
444,NA,"01/12/2013","01/12/2013",2013,"01/02/2014",2014,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1,"Wilson's_Pan",6,138,"ADULT_84",0,0
445,NA,"01/03/2010","01/03/2010",2010,"01/05/2010",2010,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1,"Xikavi",1,54,"ADULT_48_60",0,0
446,NA,"01/03/2010","01/03/2010",2010,"01/05/2010",2010,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1,"Xikavi",1,54,"ADULT_48_60",0,0
447,NA,"01/05/2011","01/05/2011",2011,"01/06/2011",2011,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1,"Xikavi",2,68,"ADULT_60_72",0,0
448,NA,"01/01/2012","01/01/2012",2012,"01/02/2012",2012,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1,"Xikavi",3,76,"ADULT_72_84",0,0
449,NA,"01/01/2012","01/01/2012",2012,"01/02/2012",2012,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1,"Xikavi",3,76,"ADULT_72_84",0,0
450,NA,"01/09/2013","01/09/2013",2013,"01/11/2013",2013,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1,"Xikavi",4,96,"ADULT_84",0,0
451,NA,"01/09/2013","01/09/2013",2013,"01/12/2013",2013,0,"CUB","NA_CUB",3,3,"CUB","NA_CUB","MORTALITY",1,1,"Xikavi",4,96,"ADULT_84",0,0
452,NA,"01/05/2014","01/05/2014",2014,"01/06/2014",2014,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1,"Xikavi",5,104,"ADULT_84",0,0
453,NA,"01/05/2014","01/05/2014",2014,"01/06/2014",2014,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1,"Xikavi",5,104,"ADULT_84",0,0
454,NA,"01/10/2014","01/10/2014",2014,"01/12/2014",2014,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1,"Xikavi",6,109,"ADULT_84",0,0
455,NA,"01/10/2014","01/10/2014",2014,"01/12/2014",2014,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1,"Xikavi",6,109,"ADULT_84",0,0
456,NA,"01/10/2014","01/10/2014",2014,"01/12/2014",2014,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1,"Xikavi",6,109,"ADULT_84",0,0
457,NA,"01/07/1984","01/07/1984",1984,"02/08/1984",1984,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1,"Y._Female",1,35,"SUBADULT",0,0
458,NA,"01/07/1984","01/07/1984",1984,"02/08/1984",1984,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1,"Y._Female",1,35,"SUBADULT",0,0
459,NA,"01/09/1985","01/09/1985",1985,"01/02/1986",1986,0,"CUB","NA_CUB",5,5,"CUB","NA_CUB","MORTALITY",1,1,"Y._Female",2,49,"ADULT_48_60",0,0
460,"MALE","01/07/1986","01/07/1986",1986,"01/06/1998",1998,0,"CUB","MALE_CUB",143,12,"ADULT_84","MALE_ADULT_84","MORTALITY",1,0,"Y._Female",3,59,"ADULT_48_60",1,1
461,"FEMALE","01/12/1987","01/12/1987",1987,"01/06/1988",1988,0,"CUB","FEMALE_CUB",6,6,"CUB","FEMALE_CUB","MORTALITY",1,1,"Y._Female",4,76,"ADULT_72_84",0,0
462,"MALE","01/11/2001","01/11/2001",2001,"01/12/2003",2003,0,"CUB","MALE_CUB",25,12,"SUBADULT","MALE_SUBADULT","CENSORED",0,0,"Young_Nottens",1,36,"SUBADULT",1,1
463,"MALE","01/11/2001","01/11/2001",2001,"01/12/2003",2003,0,"CUB","MALE_CUB",25,12,"SUBADULT","MALE_SUBADULT","CENSORED",0,0,"Young_Nottens",1,36,"SUBADULT",1,1
464,NA,"01/08/2004","01/08/2004",2004,"01/10/2004",2004,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1,"Young_Nottens",2,69,"ADULT_60_72",0,0
465,NA,"01/08/2004","01/08/2004",2004,"01/10/2004",2004,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1,"Young_Nottens",2,69,"ADULT_60_72",0,0
466,NA,"01/10/2005","01/10/2005",2005,"01/12/2005",2005,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1,"Young_Nottens",3,83,"ADULT_72_84",0,0
467,NA,"01/10/2005","01/10/2005",2005,"01/12/2005",2005,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1,"Young_Nottens",3,83,"ADULT_72_84",0,0
468,NA,"01/11/2006","01/11/2006",2006,"01/02/2007",2007,0,"CUB","NA_CUB",3,3,"CUB","NA_CUB","MORTALITY",1,1,"Young_Nottens",4,96,"ADULT_84",0,0
469,"FEMALE","01/11/2006","01/11/2006",2006,"01/07/2011",2011,0,"CUB","FEMALE_CUB",56,12,"ADULT_48_60","FEMALE_ADULT_48_60","CENSORED",0,0,"Young_Nottens",4,96,"ADULT_84",1,1
470,NA,"01/06/2008","01/06/2008",2008,"01/07/2008",2008,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1,"Young_Nottens",5,115,"ADULT_84",0,0
471,NA,"01/06/2008","01/06/2008",2008,"01/07/2008",2008,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1,"Young_Nottens",5,115,"ADULT_84",0,0
472,NA,"01/06/2008","01/06/2008",2008,"01/11/2008",2008,0,"CUB","NA_CUB",5,5,"CUB","NA_CUB","MORTALITY",1,1,"Young_Nottens",5,115,"ADULT_84",0,0
473,NA,"01/03/2009","01/03/2009",2009,"01/05/2009",2009,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1,"Young_Nottens",6,124,"ADULT_84",0,0
474,NA,"01/03/2009","01/03/2009",2009,"01/05/2009",2009,0,"CUB","NA_CUB",2,2,"CUB","NA_CUB","MORTALITY",1,1,"Young_Nottens",6,124,"ADULT_84",0,0
475,"MALE","01/01/2010","01/01/2010",2010,"01/01/2015",2015,0,"CUB","MALE_CUB",60,12,"ADULT_48_60","MALE_ADULT_48_60","CENSORED",0,0,"Young_Nottens",7,134,"ADULT_84",1,1
476,"MALE","02/01/2010","02/01/2010",2010,"01/11/2010",2010,0,"CUB","MALE_CUB",10,10,"CUB","MALE_CUB","MORTALITY",1,1,"Young_Nottens",7,134,"ADULT_84",0,0
477,NA,"01/03/2012","01/03/2012",2012,"01/07/2012",2012,0,"CUB","NA_CUB",4,4,"CUB","NA_CUB","MORTALITY",1,1,"Young_Nottens",8,160,"ADULT_84",0,0
478,"FEMALE","01/03/2012","01/03/2012",2012,"01/12/2012",2012,0,"CUB","FEMALE_CUB",9,9,"CUB","FEMALE_CUB","MORTALITY",1,1,"Young_Nottens",8,160,"ADULT_84",0,0
479,NA,"01/04/2014","01/04/2014",2014,"01/05/2014",2014,0,"CUB","NA_CUB",1,1,"CUB","NA_CUB","MORTALITY",1,1,"Young_Nottens",9,185,"ADULT_84",0,0
480,"MALE","01/04/2014","01/04/2014",2014,"01/01/2015",2015,0,"CUB","MALE_CUB",9,9,"CUB","MALE_CUB","CENSORED",0,1,"Young_Nottens",9,185,"ADULT_84",0,0
